author_id,paper_id
13,2300
13,2301
13,2302
13,2303
13,2304
13,2305
13,2307
13,2308
13,2309
13,2310
13,2312
13,2313
13,2314
13,2315
13,2316
13,2319
13,2322
13,2325
13,2326
13,2327
13,2328
13,2330
13,2335
13,2336
13,2338
13,2339
13,2340
13,2341
13,2342
13,2343
13,2345
13,2349
13,2350
13,2351
13,2352
13,2353
13,2356
13,2357
13,2360
13,2361
13,2362
13,2363
13,2364
13,2366
13,2367
13,2368
13,2369
13,2370
13,2371
13,2375
13,2376
13,2377
13,2379
13,2380
13,2381
13,2383
13,2385
13,2387
13,2389
13,2391
13,2394
13,2396
13,2397
13,2398
13,2399
13,2400
13,2408
13,2409
14,2410
14,2411
14,2412
14,2413
14,2414
14,2415
14,2416
14,2417
14,2418
14,2419
14,2420
14,2422
14,2423
14,2424
14,2425
14,2426
14,2427
14,2428
14,2429
14,2430
14,2431
14,2432
14,2433
14,2434
14,2436
14,2437
14,2438
14,2439
14,2440
14,2441
14,2442
14,2443
14,2444
14,2445
14,2447
14,2448
14,2449
14,2450
14,2452
14,2453
14,2455
14,2456
14,2457
14,2458
14,2459
14,2461
14,2462
14,2463
14,2464
14,2465
14,2466
14,2467
14,2468
14,2469
14,2470
14,2473
14,2474
14,2475
14,2476
14,2477
14,2479
14,2480
14,2481
14,2482
14,2483
14,2486
14,2487
14,2488
14,2489
14,2490
14,2491
14,2492
14,2493
14,2494
14,2495
14,2497
14,2498
14,2499
14,2500
14,2501
14,2502
14,2503
14,2504
14,2505
14,2506
14,2507
14,2508
14,2509
14,2510
14,2512
14,2514
14,2516
14,2517
14,2518
14,2519
14,2520
14,2521
14,2523
14,2524
14,2525
14,2526
14,2528
14,2529
14,2530
14,2531
14,2532
14,2533
14,2534
14,2535
14,2537
14,2539
14,2540
14,2541
14,2544
14,2546
14,2547
14,2548
14,2550
14,2551
14,2552
14,2553
14,2557
14,2558
14,2560
14,2562
14,2564
14,2566
14,2568
14,2570
14,2571
14,2572
14,2573
14,2574
14,2575
14,2579
14,2581
14,2582
14,2583
14,2585
14,2587
14,2588
14,2591
14,2592
14,2593
14,2594
14,2596
14,2597
14,2598
14,2599
14,2600
14,2603
14,2604
14,2605
14,2606
14,2607
14,2608
14,2609
14,2610
14,2611
14,2613
14,2617
14,2619
14,2620
14,2624
14,2625
14,2626
14,2627
14,2628
14,2629
14,2630
14,2631
14,2633
14,2634
14,2636
14,2638
14,2639
14,2640
14,2641
14,2643
14,2644
14,2645
14,2647
14,2650
14,2651
14,2653
14,2654
14,2655
14,2657
14,2660
14,2661
14,2665
14,2667
14,2668
14,2671
14,2672
14,2673
14,2674
14,2676
14,2677
14,2678
14,2680
14,2681
14,2682
14,2684
14,2685
14,2686
14,2687
14,2688
14,2689
14,2691
14,2692
14,2694
14,2695
14,2696
14,2697
14,2698
14,2700
14,2701
14,2708
14,2710
14,2713
14,2714
14,2715
14,2716
14,2718
14,2720
14,2721
14,2723
14,2724
14,2725
14,2726
14,2728
14,2730
14,2731
14,2732
14,2734
14,2736
14,2737
14,2738
14,2739
14,2740
14,2741
14,2742
14,2743
14,2744
14,2748
14,2749
14,2751
14,2752
14,2753
14,2754
14,2756
14,2757
14,2759
14,2760
14,2762
14,2763
14,2764
14,2768
14,2769
14,2770
14,2773
14,2775
15,2778
15,2779
15,2780
15,2781
15,2782
15,2783
15,2784
15,2785
15,2786
15,2787
15,2789
15,2790
15,2791
15,2792
15,2793
15,2794
15,2795
15,2796
15,2797
15,2798
15,2799
15,2800
15,2801
15,2802
15,2805
15,2806
15,2807
15,2808
15,2810
15,2811
15,2812
15,2814
15,2815
15,2816
15,2817
15,2818
15,2819
15,2820
15,2821
15,2822
15,2823
15,2824
15,2825
15,2828
15,2830
15,2831
15,2832
15,2833
15,2834
15,2835
15,2836
15,2837
15,2838
15,2840
15,2842
15,2843
15,2845
15,2847
15,2848
15,2849
15,2850
15,2851
15,2852
15,2853
15,2854
15,2855
15,2857
15,2858
15,2859
15,2860
15,2861
15,2863
15,2867
15,2868
15,2869
15,2870
15,2871
15,2872
15,2873
15,2874
15,2875
15,2876
15,2878
15,2879
15,2880
15,2882
15,2883
15,2884
15,2885
15,2886
15,2887
15,2888
15,2890
16,2891
16,2892
16,2893
16,2894
16,2895
16,2896
16,2897
16,2898
16,2899
16,2900
16,2901
16,2902
16,2903
16,2904
16,2905
16,2906
16,2907
16,2908
16,2909
16,2910
16,2911
16,2912
16,2913
16,2914
16,2915
16,2916
16,2920
16,2921
16,2922
16,2923
16,2924
16,2925
16,2926
16,2928
16,2929
16,2930
16,2931
16,2932
16,2933
16,2934
16,2935
16,2936
16,2937
16,2938
16,2939
16,2940
16,2941
16,2942
16,2943
16,2944
16,2945
16,2946
16,2947
16,2948
16,2949
16,2950
16,2951
16,2952
16,2954
16,2955
16,2956
16,2957
16,2958
16,2959
16,2960
16,2961
16,2962
16,2963
16,2964
16,2966
16,2967
16,2970
16,2971
16,2972
16,2973
16,2974
16,2976
16,2977
16,2978
16,2979
16,2980
16,2981
16,2984
16,2985
16,2987
16,2988
16,2989
16,2991
17,2995
17,2996
17,2997
17,2998
17,2999
17,3000
17,3002
17,3003
17,3004
17,3006
17,3007
17,3008
17,3009
17,3010
17,3011
17,3012
17,3013
17,3014
17,3015
17,3016
17,3017
17,3018
17,3019
17,3020
17,3022
17,3023
17,3025
17,3026
17,3027
17,3028
17,3029
17,3030
17,3031
17,3032
17,3033
17,3036
17,3037
17,3038
17,3039
17,3040
17,3042
17,3421
17,3044
17,3045
17,3046
17,3047
17,3048
17,3049
17,3050
17,3051
17,3053
17,3054
17,3055
17,3057
17,3059
17,3060
17,3062
17,3063
17,3064
17,3065
17,3067
17,3068
17,3069
17,3070
17,3432
17,3073
17,3075
17,3434
17,3077
17,3078
17,3080
17,3082
17,3083
17,3085
17,3086
17,3089
17,3090
17,3092
17,3447
17,3097
17,3098
17,3099
17,3100
17,3101
17,3103
17,3104
17,3105
17,3106
17,3107
17,3108
17,3110
17,3112
17,3460
17,3114
17,3115
17,3116
17,3117
17,3121
17,3122
17,3123
17,3124
17,3126
17,3128
17,3130
17,3131
17,3132
17,3134
17,3137
17,3138
17,3139
17,3140
17,3141
17,3143
17,3144
17,3146
17,3147
17,3148
17,3155
17,3156
17,3158
17,3159
17,3161
17,3162
18,3167
18,3168
18,3169
18,3170
18,3171
18,3172
18,3173
18,3174
18,3175
18,3176
18,3177
18,3178
18,3179
18,3180
18,3181
18,3182
18,3183
18,3184
18,3185
18,3186
18,3187
18,3188
18,3189
18,3190
18,3191
18,3192
18,3193
18,3194
18,3195
18,3197
18,3198
18,3200
18,3202
18,3204
18,3205
18,3206
18,3208
18,3209
18,3211
18,3213
18,3214
18,3215
18,3216
18,3217
18,3218
18,3219
18,3221
18,3222
18,3223
18,3224
18,3225
18,3226
18,3227
18,3228
18,3230
18,3231
18,3232
18,3235
18,3236
18,3238
18,3240
18,3241
18,3242
18,3246
18,3247
18,3250
18,3251
18,3252
18,3253
18,3254
18,3255
18,3256
18,3257
18,3259
18,3261
18,3262
18,3264
18,3265
18,3268
18,3271
18,3272
18,3273
18,3275
18,3277
18,3278
18,3279
18,3280
18,3282
18,3284
18,3287
18,3288
18,3289
18,3290
18,3297
18,3299
18,3300
18,3306
18,3308
18,3311
18,3313
18,3320
18,3321
18,3330
18,3331
18,3338
18,3343
18,3345
18,3346
18,3348
18,3353
18,3355
18,3356
18,3363
18,3364
18,3367
18,3369
18,3373
19,3377
19,3378
19,3380
19,3381
19,3382
19,3383
19,3384
19,3386
19,3387
19,3389
19,3390
19,3392
19,3393
19,3394
19,3396
19,3397
19,3398
19,3399
19,3400
19,3401
19,3402
19,3403
19,3404
19,3406
19,3407
19,3408
19,3409
19,3411
19,3412
19,3413
19,3414
19,3415
19,3416
19,3420
19,3421
19,3422
19,3423
19,3424
19,3425
19,3426
19,3428
19,3430
19,3432
19,3433
19,3434
19,3435
19,3436
19,3439
19,3441
19,3442
19,3443
19,3445
19,3447
19,3448
19,3449
19,3450
19,3453
19,3454
19,3455
19,3456
19,3457
19,3459
19,3460
19,3462
19,3463
19,3464
19,3465
19,3467
19,3468
19,3469
19,3470
19,3472
19,3474
19,3475
19,3476
19,3478
19,3480
19,3481
19,3482
19,3483
19,3484
19,3486
19,3487
19,3488
19,3489
19,3490
19,3493
19,3494
19,3495
19,3496
19,3497
19,3498
19,3499
19,3500
19,3501
19,3502
19,3503
19,3505
19,3506
19,3507
19,3510
19,3511
19,3512
19,3514
19,3516
19,3517
19,3519
19,3521
19,3522
19,3523
19,3524
19,3525
19,3527
19,3528
19,3529
19,3530
19,3531
20,3532
20,3537
20,3541
20,3542
20,3548
20,3549
20,3551
20,3552
20,3553
20,3556
20,3557
20,3558
20,3559
20,3560
20,3561
20,3563
20,3565
20,3566
20,3567
20,3568
20,3569
20,3570
20,3571
20,3577
20,3578
20,3582
20,3583
20,3585
20,3588
20,3591
20,3594
20,3595
20,3596
20,3598
20,3599
20,3604
20,3606
20,3609
20,3618
20,3623
20,3628
20,3635
20,3636
20,3639
20,3640
20,3641
20,3642
20,3643
20,3647
20,3650
20,3651
20,3652
20,3653
20,3654
20,3655
20,3657
20,3658
20,3661
20,3663
20,3664
20,3665
20,3668
20,3669
20,3670
20,3671
20,3672
20,3674
21,3676
21,3677
21,3678
21,3679
21,3680
21,3681
21,3683
21,3684
21,3685
21,3686
21,3687
21,3688
21,3689
21,3690
21,3691
21,3692
21,3693
21,3694
21,3695
21,3696
21,3697
21,3698
21,3699
21,3700
21,3701
21,3702
21,3703
21,3704
21,3706
21,3707
21,3708
21,3709
21,3710
21,3711
21,3712
21,3713
21,3714
21,3715
21,3716
21,3717
21,3718
21,3719
21,3720
21,3721
21,3722
21,3723
21,3725
21,3726
21,3727
21,3728
21,3730
21,3731
21,3732
21,3733
21,3734
21,3735
21,3736
21,3737
21,3738
21,3739
21,3740
21,3742
21,3744
21,3746
21,3748
21,3749
21,3751
21,3752
21,3753
21,3756
21,3757
21,3758
21,3759
21,3760
21,3761
21,3763
21,3764
21,3765
21,3766
21,3768
21,3769
21,3770
21,3771
21,3772
21,3773
21,3774
21,3775
21,3776
21,3777
21,3778
21,3779
21,3780
21,3781
